"Product","Category","Brand","Price"
Jetty | SVL Live Rosin 1g | I | Fasto,Concentrate,Jetty,50
Jetty | SVL Live Rosin 1g | I | Chem Punch,Concentrate,Jetty,50
Jetty | SVL Dablicator 1g | I | Chemberry Blaze,Concentrate,Jetty,57
Jetty | SVL Dablicator 1g | I | Gas Man,Concentrate,Jetty,57
Jetty | SVL Dablicator 1g | S | Hashmelt OG,Concentrate,Jetty,57
Jetty | SVL Dablicator 1g | S | Mac Truck,Concentrate,Jetty,57
Jetty | SVL Pre-Roll 1g | Champagne Rainbow,Pre-Rolls,Jetty,13
Jetty | SVL Pre-Roll 1g | I | Gush Mintz,Pre-Rolls,Jetty,13
Jetty | SVL Pre-Roll 1g | Lemon Cherry Gelato,Pre-Rolls,Jetty,13
Jetty | SVL Pre-Roll 1g | S | Sour Diesel,Pre-Rolls,Jetty,13
Jetty | SVL Pre-Roll 1g | I | White Cherry,Pre-Rolls,Jetty,13
Jetty | SVL Pre-Roll 1g | S | Sour Mintz,Pre-Rolls,Jetty,13
Claybourne Co. | Flower 14g | S | Lemon Granita,Halves,Claybourne Co.,120
Claybourne Co. | Flower 14g | S | Motorhead,Halves,Claybourne Co.,120
Hi | Flower Smalls 7g | H | Glazed Apricot,Quarters,Hi,53
Hi | Flower SM 14g | H | Cloud 9,Halves,Hi,86
Hi | Flower SM 14g | H | High Octane,Halves,Hi,86
Hi | Pre Rolls .5g (2pk) | H | Brain Freeze,Pre-Rolls,Hi,10
Jetty | Live Badder 1g | S | Blue Banana,Concentrate,Jetty,23
Claybourne | Flower 3.5g | I | Motor Breath,Eighths,Claybourne Co.,50
Claybourne | Flower 3.5g | I | GMO (SAMPLE),Eighths,Claybourne Co.,0.01
Claybourne Co. | Flower 3.5g | S | Motorhead (SAMPLE),Eighths,Claybourne Co.,0.01
EV | RV Flower 7g | S | Sour Diesel,Quarters,Ember Valley,50
EV | SM Flower 7g | I | Purple Churro,Quarters,Ember Valley,60
EV | SM Flower 7g | H | Crossbow,Quarters,Ember Valley,60
EV | SM Flower 7g | S | Point Break,Quarters,Ember Valley,60
EV | Flower 14g | H | Zombie Cookies,Halves,Ember Valley,120
EV | SM Flower 7g | S | Sweet Jack,Quarters,Ember Valley,60
EV | Flower 3.5g | I | Georgia Pie,Eighths,Ember Valley,45
EV | Flower 3.5g | I | Purple Churro,Eighths,Ember Valley,45
EV | Flower 3.5g | H | Zerealz,Eighths,Ember Valley,45
EV | Flower 3.5g | H | Power Hour,Eighths,Ember Valley,45
EV | PG Flower 14g | I | Gastro Pop,Halves,Ember Valley,50
EV | PG Flower 14g | I | Glitter Bomb,Halves,Ember Valley,50
Team Elite G | Flower 3.5g | Orange Soda,Eighths,Team Elite Genetics,60
EV | PG Flower 14g | H | Lemon Cherry Gelato,Halves,Ember Valley,50
EV | PG Flower 14g | I | Sherbanger,Halves,Ember Valley,50
EV | Darts Preroll 1g | I | Riff OG,Pre-Rolls,Ember Valley,9
EV | Darts Preroll 1g | S | Point Break,Pre-Rolls,Ember Valley,9
Team Elite G | Flower 1g | H | Nova Cane (PROMO),Flower,Team Elite Genetics,0.01
EV | Darts Preroll 1g | S | Jack Cake,Pre-Rolls,Ember Valley,9
EV | Darts Preroll 1g | S | Berry Jane,Pre-Rolls,Ember Valley,9
Team Elite G | LRO Badder 1G | H | Guava Tree,Concentrate,Team Elite Genetics,70
Team Elite G | SLV Rosin 1G | I | Styrofoam Cup,Concentrate,Team Elite Genetics,70
EV | Darts Preroll 1g | I | Sour Lemons,Pre-Rolls,Ember Valley,9
EV | Darts Preroll 1g | S | Melon Fizz,Pre-Rolls,Ember Valley,9
Team Elite G | Flower 3.5g | I | Cookie Dough,Eighths,Team Elite Genetics,60
EV | Darts Preroll 1g | I | Georgia Pie,Pre-Rolls,Ember Valley,9
EV | Darts Preroll 1g | I | Lemon Trees,Pre-Rolls,Ember Valley,9
Stiiizy | Concentrate 1G | Hybrid | White Papaya,Concentrate,Stiiizy,25
Stiiizy | CLR 1G | H | Sunset Gelato,Concentrate,Stiiizy,25
Stiiizy | LRJ | Badder 1g | Strawberry Blonde,Concentrate,Stiiizy,32
EV | Flower 1g | I | Riff OG,Flower,Ember Valley,10
EV | Flower 1g | I | Glitter Bomb,Flower,Ember Valley,10
EV | Flower 1g | H | Lemon Cherry Pie,Flower,Ember Valley,10
EV | Flower 1g | I | Purple Octane,Flower,Ember Valley,10
EV | Flower 1g | S | Sweet Jack,Flower,Ember Valley,10
EV | CC Bubble Hash 1g | Blue Zushi,Concentrate,Ember Valley,45
EV | CC Live Rosin 1g | S | Sour Diesel,Concentrate,Ember Valley,55
EV | CC Live Rosin 1g | H | Grape Cream Cake,Concentrate,Ember Valley,55
EV | CC Live Rosin 1g | S | Berry Jane,Concentrate,Ember Valley,55
EV | Flower 3.5g | H | Red Runtz (PROMO),Eighths,Ember Valley,0.01
EV | SM Flower 7g | S | Melon Fizz (PROMO),Quarters,Ember Valley,1
The Fight | Flower 5g | White Runtz,Flower,The Fight,40
The Fight | Flower 5g | Gorilla Glue,Flower,The Fight,40
The Fight | Flower 5g | Purple Cream,Flower,The Fight,40
The Fight | Flower 14g | White Runtz,Halves,The Fight,70
Pearl Pharma | SM Flower 7g | Double Cup,Quarters,Pearl Pharma,50
The Fight | Crumble 1g | Black Runtz,Concentrate,The Fight,15
Pearl Pharma | SM Flower 7g | Modified Grapes,Quarters,Pearl Pharma,50
Pearl Pharma | Flower 1g | Double Cup (PROMO),Flower,Pearl Pharma,0.01
Pearl Pharma | Flower 1g | Sin Mint Cookie (promo),Flower,Pearl Pharma,0.01
COTC | Flower 14g | I | COTC OG,Halves,Cream Of The Crop (COTC),120
COTC | Flower 14g | I | El Capitan,Halves,Cream Of The Crop (COTC),120
COTC | Flower 14g | S | Machiavelli,Halves,Cream Of The Crop (COTC),120
COTC | Elements Cart 1g | I | Mars OG,Cartridges,Cream Of The Crop (COTC),40
COTC | LR Cart 1g | H | Caprisun,Cartridges,Cream Of The Crop (COTC),50
COTC | Pre-Rolls .5g (2pk) | I | F.A.A.F.O,Pre-Rolls,Cream Of The Crop (COTC),20
COTC | Pre-Rolls .5g (2pk) | S | Indigo Jack,Pre-Rolls,Cream Of The Crop (COTC),20
COTC | Pre-Rolls .5g (2pk) | I | Double Stuffed M'Oreo x F.A.A.F.O,Pre-Rolls,Cream Of The Crop (COTC),20
EV | PG Flower 14g | H | Power Hour,Halves,Ember Valley,50
ColdFire | Cart 1g | One Lindy,Cartridges,ColdFire,54
ColdFire | Cart 1g | Peaches & Mac,Cartridges,ColdFire,54
ColdFire | Cart 1g | Lemon Cherry Krypto,Cartridges,ColdFire,54
ColdFire | Cart 1g | Purple Gabagool,Cartridges,ColdFire,54
ColdFire | Cart 1g | Diesel Dawg,Cartridges,ColdFire,54
ColdFire | Cart 1g | Gruntz,Cartridges,ColdFire,54
ColdFire | Cart 1g | Chef X The One,Cartridges,ColdFire,54
ColdFire | Cart 1g | Zapple Trixx,Cartridges,ColdFire,54
ColdFire | Cart 1g | Donut Sense,Cartridges,ColdFire,54
ColdFire | Cart 1g | Banana Cane,Cartridges,ColdFire,54
ColdFire | Cart 1g | Xeno Rozay,Cartridges,ColdFire,54
ColdFire | Cart 1g | GMO Sherb,Cartridges,ColdFire,54
Josh Wax | Flower 28g | I | Zoobiscuit,Ounces,Josh Wax,450
Josh Wax | Flower 28g | H | Gravy,Ounces,Josh Wax,450
Josh Wax | Flower 28g | H | White Truffle,Ounces,Josh Wax,400
Josh Wax | Flower 28g | H | Zoap 2,Ounces,Josh Wax,450
Josh Wax | Flower 28g | H | Zushi,Ounces,Josh Wax,450
Josh Wax | Flower 1g | H | Zushi,Flower,Josh Wax,20
Josh Wax | Flower 1g | I | Zoobiscuits,Flower,Josh Wax,20
Josh Wax | Rosin Dispo .5g | S | Buena Suerte,Disposables,Josh Wax,70
Josh Wax | Rosin Dispo .5g | S | Zummy Bears,Disposables,Josh Wax,70
Josh Wax | Live Resin 1g | I | Zoobiscuit,Concentrate,Josh Wax,70
Josh Wax | Live Resin 1g | H | Zushi,Concentrate,Josh Wax,70
Josh Wax | Live Resin 1g | I | Voulez Vous,Concentrate,Josh Wax,70
Josh Wax | Live Resin 1g | H | Gravy,Concentrate,Josh Wax,70
Rick n Morty Grinder | 4 Layers w/ Kief Collector,Accessories,West Coat Hookah & Glass,12
Grinder & Jar | Assorted Designs,Accessories,West Coat Hookah & Glass,15.99
Jokers Glass Tips | DNA Helix Edition,Accessories,,6
Glass Tip | Large,Accessories,,6
Raw | Artesano Classic Papers + Tips (32pk) | 1 1/4 Size,Accessories,Raw,7
Newport Zero | Extra Purified Butane | 10 fl. oz,Accessories,,7
Whip It | Premium Butane | 420 ml,Accessories,,13
Tuff Shredder | Metal Grinder w/ Kief Collector | Assorted Colors,Accessories,West Coat Hookah & Glass,16
Rolling Tray w/ Cover | Small | Assorted Designs,Accessories,,7
Focus V | Saber | Replacement Tip,Accessories,West Coat Hookah & Glass,10
Kurvana | ASCND AIO .5G | H | Wedding Cake (SAMPLE),Disposables,Kurvana,0.01
Kurvana | Battery | Gold Metalic (PROMO),Accessories,Kurvana,0.01
Jeeter | IN Pre-Rolls 0.5g (5pk) | S | Nice,Pre-Rolls,Jeeter,45
Jeeter | IN Pre-Rolls 0.5g (5pk) | I | Naughty,Pre-Rolls,Jeeter,45
The TenCo | Flower 7G | California OG,Quarters,The TenCo,135
The TenCo | Flower 3.5G | Wagyu,Eighths,The TenCo,70
The TenCo | Flower 3.5G | Wazabi,Eighths,The TenCo,59
The TenCo | Flower 3.5G | Blue Zushi,Eighths,The TenCo,75
The TenCo | Flower 3.5 | Sour Shizu,Eighths,The TenCo,59
Timeless | Battery | (PROMO),Accessories,Timeless,0.01
Lift Tickets | LRO Pre-Roll 1.75g | White Zlushi X Ghost OG X Mendo Purp Zkittles,Pre-Rolls,Lift Tickets,52
Lumpy's | Flower 14g | Ben N Berry's,Halves,Lumpy's Flowers,100
Lumpy's | Flower 14g | LAX,Halves,Lumpy's Flowers,100
Lumpy's | Flower 14g | Cherry Jane,Halves,Lumpy's Flowers,100
Lumpy's | Flower 14g | S | Dulce,Halves,Lumpy's Flowers,100
Lumpy's | Flower 3.5g | H | Cherry Jane,Eighths,Lumpy's Flowers,40
Lumpy's | Flower 3.5g | Ben N Berry's,Eighths,Lumpy's Flowers,40
Lumpy's | Flower 3.5g | H | Dulce,Eighths,Lumpy's Flowers,40
Lumpy's | Flower 3.5g | H | Cali Berry,Eighths,Lumpy's Flowers,40
Lumpy's | Flower 3.5g | California Breezy,Eighths,Lumpy's Flowers,40
Lumpy's | Flower 3.5g | H | LAX,Eighths,Lumpy's Flowers,40
Lumpy's | Pre-Roll 1g | H | Apples To Oranges,Pre-Rolls,Lumpy's Flowers,15
Lumpy's | Pre-Roll 1g | H | Cherry Jane,Pre-Rolls,Lumpy's Flowers,15
Lumpy's | Pre-Roll 1g | H | Benanimals,Pre-Rolls,Lumpy's Flowers,15
Lumpy's | Pre-Roll 1g | H | Purple Petro,Pre-Rolls,Lumpy's Flowers,15
Lumpy's | Pre-Roll 1g | H | Passion Ivy,Pre-Rolls,Lumpy's Flowers,15
Lumpy's | Pre-Roll 1g | H | Jane Dough,Pre-Rolls,Lumpy's Flowers,15
Lumpy's | Pre-Roll 1g | H | PB & Jane,Pre-Rolls,Lumpy's Flowers,15
Lumpy's | Pre-Roll 1g (3pk) | PBJ x BA x PPE,Pre-Rolls,Lumpy's Flowers,35
Lumpy's | Pre-Roll 1g (3pk) | CJ x PBT x JD,Pre-Rolls,Lumpy's Flowers,35
Lumpy's | Pre-Roll 1g (3pk) | CB x ATO x WS,Pre-Rolls,Lumpy's Flowers,35
Lumpy's | Flower 7g | H | Dulce,Quarters,Lumpy's Flowers,60
Lumpy's | Flower 7g | H | PB & Jane,Quarters,Lumpy's Flowers,60
Lumpy's | Flower 7g | H | Passion Ivy,Quarters,Lumpy's Flowers,60
Lumpy's | Flower 7g | H | Jane Dough,Quarters,Lumpy's Flowers,60
Lumpy's | Pre-Roll 1g | H | Gary Payton,Pre-Rolls,Lumpy's Flowers,15
Lumpy's | Flower 1.7g | H | Jane Dough (SAMPLE),Flower,Lumpy's Flowers,0.01
Lumpy's | Flower 1.7g | Capital Haze (SAMPLE),Flower,Lumpy's Flowers,0.01
Lumpy's | Flower 1.7g | Alien Apple (SAMPLE),Flower,Lumpy's Flowers,0.01
Lumpy's | Flower 1.7g | H | PB & Jane (SAMPLE),Flower,Lumpy's Flowers,0.01
Lumpy's | Flower 1.7g | H | Shirly Killer (SAMPLE),Flower,Lumpy's Flowers,0.01
The Fight | Flower 14g | Tangerine Sky,Halves,The Fight,70
The Fight | Flower 14g | Kushlatto,Halves,The Fight,70
The Fight | SM Flower 28g | Tangerine Sky,Ounces,The Fight,130
Tall Tree Society | Rosin 1G | GMO,Concentrate,Tall Tree Society,35
Tall Tree Society | Temple Ball Hash 3G | Legend OG,Concentrate,Tall Tree Society,60
Artisan | Pre-Roll .5G | Artison,Pre-Rolls,Artisan,5
Green Dawg | Flower 3.5G | Candy Fumez,Eighths,Green Dawg,60
Green Dawg | Flower 3.5G | RX,Eighths,Green Dawg,60
Green Dawg | Flower 7G | Black Sherb,Quarters,Green Dawg,75
Green Dawg | Flower 7G | D1,Quarters,Green Dawg,75
Pine Park | Flower 3.5g | Smartiez,Eighths,Pine Park,57
Paper Planes | Shatter 1g | Georgia Pie X G41,Concentrate,Paper Planes,15
Paper Planes | CR Cart 1g | Peaches Be Crazy,Cartridges,Paper Planes,25
Paper Planes | CR Cart 1g | Rainbow Congolese,Cartridges,Paper Planes,25
Paper Planes | CR Cart 1g | Sherbet Cookies,Cartridges,Paper Planes,25
Paper Planes | CR Cart 1g | Trapper's Delight,Cartridges,Paper Planes,25
Paper Planes | CR Cart 1g | Zombie Cake,Cartridges,Paper Planes,25
Paper Planes | CR Cart 1g | Zary Payton,Cartridges,Paper Planes,25
Paper Planes | Shatter 1g | Afghani Runtz,Concentrate,Paper Planes,15
Paper Planes | Shatter 1g | Gelato Zkittlez,Concentrate,Paper Planes,15
Paper Planes | Shatter 1g | LA Runtz,Concentrate,Paper Planes,15
Paper Planes | LR Cart 1g | Zebra,Cartridges,Paper Planes,30
Paper Planes | LR Cart 1g | Zereal Milk,Cartridges,Paper Planes,30
Paper Planes | Shatter 1g | Jack Herer x Point Break Shatter,Concentrate,Paper Planes,15
Paper Planes | Shatter 1g | Na Pali Kush,Concentrate,Paper Planes,15
Paper Planes | LR Cart 1g | Grape Drank,Cartridges,Paper Planes,30
Paper Planes | Shatter 1g | Private Reserve Cookie,Concentrate,Paper Planes,15
Paper Planes | Shatter 1g | Lemon Jealousy,Concentrate,Paper Planes,15
Paper Planes | LR Cart 1g | Gummy Bearz,Cartridges,Paper Planes,30
Paper Planes | Shatter 1g | Sunset  Sherbet,Concentrate,Paper Planes,15
Paper Planes | LR Cart 1g | Funky Charms x Runtz,Cartridges,Paper Planes,30
Paper Planes | LR Cart 1g | Gelonade,Cartridges,Paper Planes,30
Paper Planes | LR Cart 1g | Grape Fog,Cartridges,Paper Planes,30
Paper Planes | LR Cart 1g | Hindu Z Papaya x Zawtz,Cartridges,Paper Planes,30
Paper Planes | LR Cart 1g | Lemon Certz,Cartridges,Paper Planes,30
Paper Planes | Palm Pilot | 510 Battery,Accessories,Paper Planes,25
Paper Planes | LR Cart 1g | Lemon Tree x Fatso,Cartridges,Paper Planes,30
Paper Planes | LR Cart 1g | Airheadz,Cartridges,Paper Planes,30
Paper Planes | LR Cart 1g | Blueberry Headband x Grape Gas,Cartridges,Paper Planes,30
Paper Planes | LR Cart 1g | Berry Lemonade,Cartridges,Paper Planes,30
Paper Planes | LR Cart 1g | Berry Pie,Cartridges,Paper Planes,30
Paper Planes | LR Cart 1g | Chilled Cherries,Cartridges,Paper Planes,30
Paper Planes | LR Cart 1g | Cherry Crush,Cartridges,Paper Planes,30
Paper Planes | LR Cart 1g | Cherry Pie,Cartridges,Paper Planes,30
Paper Planes | LR Cart 1g | Cherry Runtz,Cartridges,Paper Planes,30
Paper Planes | LR Cart 1g | Forbidden Runtz,Cartridges,Paper Planes,30
Verve | Cartridge Vaporizer | Black,Accessories,Verve,30
Verve | Cartridge Vaporizer | Blue,Accessories,Verve,30
Verve | Cartridge Vaporizer | Peach Bud,Accessories,Verve,30
Verve | Cartridge Vaporizer | Rosy,Accessories,Verve,30
Jeeter | IN Pre-Roll 1g | H | Pina Colada,Pre-Rolls,Jeeter,20
Wizard Trees | Flower 3.5g | Wizard Fuel,Eighths,Wizard Trees,62
Wizard Trees | Flower 3.5g | Tea Time,Eighths,Wizard Trees,62
Lift Tickets | LRO Pre-Roll 1.75g | Rainbow Z x Honey Banana x Rainbow Z,Pre-Rolls,Lift Tickets,52
Lookah Bear | 510 Voltage Battery Bear | Blue Tie Dye,Accessories,West Coat Hookah & Glass,35
Lookah Bear | 510 Voltage Battery Bear | Rainbow,Accessories,West Coat Hookah & Glass,35
Rolling Tray | Small | Assorted Rick and Morty Designs,Accessories,West Coat Hookah & Glass,8
Goo Sticks | Rolling Tray w/ Cover | Large | Assorted Designs,Accessories,,19
Ooze | Smart USB Charger for 510 Thread Battery,Accessories,West Coat Hookah & Glass,4
Raw | Vanash Windproof Ashtray | Gold,Accessories,Raw,19.99
Wulf Flora | Dry Herb Vaporizer | Black,Accessories,West Coat Hookah & Glass,60
Wulf Flora | Dry Herb Vaporizer | Red Spatter,Accessories,West Coat Hookah & Glass,59.99
Wulf Flora | Dry Herb Vaporizer | Teal Spatter,Accessories,West Coat Hookah & Glass,59.99
Wulf Flora | Dry Herb Vaporizer | Rainbow,Accessories,West Coat Hookah & Glass,59.99
Chromium Crusher | Curved Window View Grinder | Assorted Designs,Accessories,West Coat Hookah & Glass,20
Chromium Crusher | Easy Grip Grinder | Pink,Accessories,West Coat Hookah & Glass,28
Chromium Crusher | Easy Grip Grinder | Green,Accessories,West Coat Hookah & Glass,27.99
Wood Grinder | 4 Layers w/ Kief Collector,Accessories,West Coat Hookah & Glass,30
Wulf | Metal Grinder | 65mm | Pink,Accessories,West Coat Hookah & Glass,35
Wulf | Metal Grinder | 65mm | White and Black Spatter,Accessories,West Coat Hookah & Glass,35
Wulf | Metal Grinder | 65mm | White and Red Spatter,Accessories,West Coat Hookah & Glass,35
Wulf | Metal Grinder | 65mm (4pc) | Assorted Color,Accessories,West Coat Hookah & Glass,35
Glones | Glass Tipped Cones (2pk) | King Size,Accessories,West Coat Hookah & Glass,8
Claybourne | FLQD Pre Rolls .5g (2pk) | I | Banana OG,Pre-Rolls,Claybourne Co.,20
Claybourne | DI Pre-Roll .5g (5pk) | S | Super Sport,Pre-Rolls,Claybourne Co.,40
Claybourne | DI Pre-Roll .5g (5pk) | I | Black Triangle OG,Pre-Rolls,Claybourne Co.,40
Claybourne | DI Pre-Roll .5g (5pk) | S | Lemon Drop Top,Pre-Rolls,Claybourne Co.,40
Claybourne | DI Pre-Roll .5g (5pk) | H | Space Fader,Pre-Rolls,Claybourne Co.,40
Claybourne Co. | Flower 14g | H | Wedding Cake,Halves,Claybourne Co.,120
Claybourne | SM Flower 14g | S | Blue Dream,Halves,Claybourne Co.,120
Claybourne Co. | Flower 14g | H | Pineapple Express,Halves,Claybourne Co.,120
Claybourne | Flower 3.5g | H | Cobra Kush (GC),Eighths,Claybourne Co.,60
Claybourne Co. | Flower 3.5g + Kief 1g | H | Blue Gelatti,Eighths,Claybourne Co.,45
Claybourne | Flower 3.5g + Kief 1g | I | Hash Burger,Eighths,Claybourne Co.,45
Claybourne Co. | Flower 3.5g + Kief 1g | S | Durban Poison,Eighths,Claybourne Co.,45
Seed Junky | Flower 3.5G | Magic Shotz,Eighths,Seed Junky,40
Seed Junky | Flower 14g | Pineapple Fruz,Halves,Seed Junky,100
Seed Junky | Pre-Rolls .5g (7pk) | Permanent Paradize,Pre-Rolls,Seed Junky,30
Seed Junky | Pre-Rolls .5g (7pk) | Gello Shotz,Pre-Rolls,Seed Junky,30
Seed Junky | Pre-Rolls .5g (7pk) | Permanent Marker,Pre-Rolls,Seed Junky,30
Pacific Stone | RYO 14G | H | Kush Mints (PROMO),Halves,Pacific Stone,1
Time Machine | Cart 1g | Grandaddy Purp (PROMO),Cartridges,Time Machine,0.01
Seed Junky | Flower 14g | Red Eyes,Halves,Seed Junky,100
Seed Junky | Flower 14g | Tropical Burst,Halves,Seed Junky,100
Seed Junky | Flower 3.5G | Gello Marker,Eighths,Seed Junky,40
Autumn Brands | Flower 7g | S | Blue Dream,Quarters,Autumn Brands,40
Autumn Brands | Flower 7G | Lemon Cookie Gelato,Quarters,Autumn Brands,40
Autumn Brands | Flower 7g | H | Santa Barbara Peach Tree,Quarters,Autumn Brands,40
Autumn Brands | Flower 7G | I | Purple Push Pop,Quarters,Autumn Brands,40
Lost Farms | LRE Chews 100mg | H | Blackberry,Edibles,Lost Farms,25
CLSICS | LRO Pre-Roll 0.5g (5pk) | H | Rainbow Beltz,Pre-Rolls,CLSICS,39
Autumn Brands | Flower SM 14G | H | Chemdawg,Halves,Autumn Brands,60
CLSICS | LRO Infused Pre-Roll 0.5g (5pk) | I | Deep Purple,Pre-Rolls,CLSICS,39
Autumn Brands | Flower 14G | H | Mule Fuel,Halves,Autumn Brands,60
CLSICS | LRO Infused Pre-Roll 0.5g (5pk) | I | Ghost Vapor,Pre-Rolls,CLSICS,39
CLSICS | LRO Infused Pre-Roll 0.5g (5pk) | S | Pot Tartz,Pre-Rolls,CLSICS,39
Lost Farms | LRE Gummies 100mg | S | Tropical Lemonade,Gummies,Lost Farms,25
CLSICS | LRO Infused Pre-Roll 1.3g | H | Nobra Venom,Pre-Rolls,CLSICS,20
CLSICS | LRO Infused Pre-Roll 1.3g | I | Push Pop/Donny Burger,Pre-Rolls,CLSICS,20
Khalifa Kush | CR Cartridge 1g | H | KK,Cartridges,Khalifa Kush,30
Khalifa Kush | CR Cartridge 1g | H | Violet Sky,Cartridges,Khalifa Kush,30
CLSICS | LRO Infused Pre-Roll 1.3g | S | Red Velvet/Tropicana Cherry,Pre-Rolls,CLSICS,20
CLSICS | LRO Infused Pre-Roll 0.7g | H | Giants Breath,Pre-Rolls,CLSICS,15
Mary Jones | Bev 10mg | MF Grape 12oz,Beverages,Mary Jones,7
CLSICS | LRO IN Pre-Roll 0.7g | I | Ghost Vapor/Death Star,Pre-Rolls,CLSICS,15
CLSICS | Trifecta Infused Pre Roll 1.2g | H | Sour Papaya/Tropicana Cherry/Grapes n Cream,Pre-Rolls,CLSICS,15
CLSICS | Trifecta Infused Pre Roll 1.2g | I | OG Kush/Ghost Vapor/Garlic Cookies,Pre-Rolls,CLSICS,15
CLSICS | INH Pre-Roll 0.3g (10pk) | H | Tropicana Punch,Pre-Rolls,CLSICS,45
CLSICS | INH Pre-Roll 0.3g (10pk) | S | Pot Tartz,Pre-Rolls,CLSICS,45
CLSICS | INH Pre-Roll 0.3g (10pk) | H | Mule Fuel,Pre-Rolls,CLSICS,45
CLSICS | INH Pre-Roll 0.3g (10pk) | I | Deep Purple,Pre-Rolls,CLSICS,45
CLSICS | INH Pre-Roll 0.3g (10pk) | S | Blue Crack,Pre-Rolls,CLSICS,45
Time Machine | Flower 3.5g | Dosilato,Eighths,Time Machine,15
Time Machine | Pre-Rolls .5g (5pk) | Raspberry Cough,Pre-Rolls,Time Machine,30
High 90's | Dispo 1g | S | Pink Lemonade,Disposables,High 90's,50
High 90's | Pre-Roll 1g | H | Gelato 33 (PROMO),Pre-Rolls,High 90's,2
Stoned Goods | Flower 14g | Berry Sunrise,Halves,Stoned Goods,70
EV | RV Flower 14g | S | RV OG,Halves,Ember Valley,102
PUSH | Cart 1g | Purple Terp,Cartridges,PUSH,0.01
PUSH | AIO 1g | Skunkberry Kush,Disposables,PUSH,0.01
EV | Flower 14g | I | Purple Churro,Halves,Ember Valley,120
PUSH | Battery | Black (SAMPLE),Accessories,PUSH,0.01
LOC | Wet Badder 1g | S | J1,Concentrate,Locals Only,25
LOC | Wet Badder 1g | I | Garlic Cocktail,Concentrate,Locals Only,25
LOC | LRE Cartridge 1g | S | Unicornz,Cartridges,Locals Only,35
WHOA | Chocolate 100mg | Cookies and Cream (PROMO),Chocolates,WHOA,0.01
EV | LRE Cartridge 1g | I | Gastro Pop (PROMO),Cartridges,Ember Valley,0.01
WHOA | Gummies 100mg | Pink Lemonade (PROMO),Gummies,WHOA,0.01
WHOA | Gummies 100mg | Watermelon (PROMO),Gummies,WHOA,0.01
De La Bo | Pre-Rolls .5g (6pk) | H | Gelato 41,Pre-Rolls,De La Bo,40
De La Bo | Pre-Rolls .5g (6pk) | H | Lemon Cherry Gelato (PROMO),Pre-Rolls,De La Bo,0.01
De La Bo | Pre-Rolls .5g (6pk) | S | Lemon Cherry Gelato,Pre-Rolls,De La Bo,40
De La Bo | Pre-Rolls .5g (6pk) | S | Lemonade (PROMO),Pre-Rolls,De La Bo,0.01
De La Bo | Pre-Rolls .5g (6pk) | I | Triple Chocolate Chip (PROMO),Pre-Rolls,De La Bo,0.01
Holy Smokes x DEO | IN Pre-Rolls 0.75g (5pk) | Z57,Pre-Rolls,Holy Smokes,50
Holy Smokes | Infused Pre-Rolls 0.75g (5pk) | Cleopatra,Pre-Rolls,Holy Smokes,50
Holy Smokes | IN Pre-Rolls .75g (5pk) | I | Gelonade,Pre-Rolls,Holy Smokes,50
Holy Smokes | Infused Pre-Rolls 0.75g (5pk) | Lime Zoap,Pre-Rolls,Holy Smokes,50
Holy Smokes | Infused Pre-Rolls 0.75g (5pk) | Lime Zoap (PROMO),Pre-Rolls,Holy Smokes,0.01
Holy Smokes | Infused Pre-Rolls 0.75g (5pk) | Tropical Zoap,Pre-Rolls,Holy Smokes,50
Holy Smokes | Infused Pre-Rolls 0.75g (5pk) | Tropical Zoap (PROMO),Pre-Rolls,Holy Smokes,0.01
Holy Smokes | Infused Pre-Rolls 0.75g (5pk) | Wizard Fuel (PROMO),Pre-Rolls,Holy Smokes,0.01
Holy Smokes | IN Pre-Rolls 0.75g (5pk) | Wizard Fuel,Pre-Rolls,Holy Smokes,50
SL | Pre-Roll 1g | Sneakers (Promo),Pre-Rolls,Seven Leaves,0.01
SL | Pre-Roll 1g | Drip (Promo),Pre-Rolls,Seven Leaves,0.01
SL | Flower 3.5g | Astro Mints,Eighths,Seven Leaves,40
SL | Flower 3.5g | Sneakers,Eighths,Seven Leaves,40
SL | Flower 3.5g | Sassafras,Eighths,Seven Leaves,40
SL | Flower 3.5g | Violet Fog,Eighths,Seven Leaves,40
SL | Flower 3.5g | Night Moves,Eighths,Seven Leaves,40
SL | Flower 5g | Grease Monkey,Flower,Seven Leaves,45
SL | Flower 5g | Supreme 41,Flower,Seven Leaves,45
SL | Flower 3.5g | LA Kush Cake,Eighths,Seven Leaves,40
Sherbinskis | Flower 3.5G | AirWhon,Eighths,Sherbinskis,50
Sherbinskis | Flower 3.5G | Cherry Gello,Eighths,Sherbinskis,50
Sherbinskis | Flower 3.5G | Zucchero,Eighths,Sherbinskis,50
Yada Yada | SM Flower 5g | Apricot Haze (PROMO),Flower,Yada Yada,0.01
Yada Yada | SM Flower 20g | Cherry Dosido,Flower,Yada Yada,75
Yada Yada | SM Flower 10g | GG4 (SAMPLE),Flower,Yada Yada,0.01
Yada Yada | SM Flower 5g | Gush Mints (PROMO),Flower,Yada Yada,0.01
PAX | DPod 1g | I | Granddaddy Purple,Cartridges,Pax,50
PAX | LRO Pod 1g | Jack Herer,Cartridges,Pax,60
PAX | DPod 1g | S | Durban Poison,Cartridges,Pax,50
PAX Era | Battery | Indigo,Accessories,Pax,35
Humo | Flower 3.5g | H | Fresas con Crema,Eighths,Humo,28
